Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features
RGB_rgb_R/Gratio,Bagging SVM,0.6388888888888888,0.6670268472374696,0.6388888888888888,0.6427977287776451,0.5889145496535797,0.635178152557705,0.5889145496535797,0.5974932000015891,"R, G, B, r, g, b, R/Gratio"
RGB_rgb_R/Gratio_G/Bratio,Bagging SVM,0.6349206349206349,0.665894959103902,0.6349206349206349,0.6430366079935785,0.5750577367205543,0.6185349558482074,0.5750577367205543,0.587648846959503,"R, G, B, r, g, b, R/Gratio, G/Bratio"
RGB_R/Gratio,Bagging SVM,0.626984126984127,0.653950673123319,0.626984126984127,0.6331541880561854,0.5727482678983834,0.6130443494928681,0.5727482678983834,0.5826178064547013,"R, G, B, R/Gratio"
rgb_R/Gratio,Bagging SVM,0.626984126984127,0.653950673123319,0.626984126984127,0.6331541880561854,0.5727482678983834,0.6130443494928681,0.5727482678983834,0.5826178064547013,"r, g, b, R/Gratio"
RGB_rgb_CLab_R/Gratio,Bagging SVM,0.628968253968254,0.6600012115755025,0.628968253968254,0.6369701595026439,0.5681293302540416,0.6124351149558368,0.5681293302540416,0.5812202166330995,"R, G, B, r, g, b, R/Gratio, cL, ca, cb"
RGB_rgb_CLab_R/Gratio_G/Bratio,Bagging SVM,0.6279761904761905,0.6569461553703303,0.6279761904761905,0.6363483727676803,0.5635103926096998,0.60680275008752,0.5635103926096998,0.5756961849131348,"R, G, B, r, g, b, R/Gratio, G/Bratio, cL, ca, cb"
RGB,Bagging SVM,0.6200396825396826,0.6509022265856238,0.6200396825396826,0.6267924312544505,0.5612009237875288,0.6145945669519046,0.5612009237875288,0.5741865236408388,"R, G, B"
rgb,Bagging SVM,0.6200396825396826,0.6509022265856238,0.6200396825396826,0.6267924312544505,0.5612009237875288,0.6145945669519046,0.5612009237875288,0.5741865236408388,"r, g, b"
RGB_rgb,Bagging SVM,0.6200396825396826,0.6509022265856238,0.6200396825396826,0.6267924312544505,0.5612009237875288,0.6145945669519046,0.5612009237875288,0.5741865236408388,"R, G, B, r, g, b"
RGB_rgb_HSV_R/Gratio_G/Bratio,Bagging SVM,0.6299603174603174,0.6636430429789125,0.6299603174603174,0.6395725795346786,0.5612009237875288,0.6030820470660767,0.5612009237875288,0.5747013891198162,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V"
RGB_rgb_HSV_R/Gratio,Bagging SVM,0.6259920634920635,0.656219932701516,0.6259920634920635,0.6335969124164647,0.5612009237875288,0.6014912076837552,0.5612009237875288,0.5734632930303575,"R, G, B, r, g, b, R/Gratio, H, S, V"
RGB_R/Gratio_G/Bratio,Bagging SVM,0.6339285714285714,0.6660518877208437,0.6339285714285714,0.6424656665669362,0.558891454965358,0.598368974916991,0.558891454965358,0.5697919680830316,"R, G, B, R/Gratio, G/Bratio"
rgb_R/Gratio_G/Bratio,Bagging SVM,0.6339285714285714,0.6660518877208437,0.6339285714285714,0.6424656665669362,0.558891454965358,0.598368974916991,0.558891454965358,0.5697919680830316,"r, g, b, R/Gratio, G/Bratio"
RGB_rgb_CLab,Bagging SVM,0.6200396825396826,0.651208525065591,0.6200396825396826,0.6280359200824963,0.5565819861431871,0.6033018788090465,0.5565819861431871,0.5692774364334022,"R, G, B, r, g, b, cL, ca, cb"
RGB_CLab_R/Gratio_G/Bratio,Bagging SVM,0.628968253968254,0.6612733232726814,0.628968253968254,0.6384288262515293,0.5565819861431871,0.5982491022394377,0.5565819861431871,0.5684716182195679,"R, G, B, R/Gratio, G/Bratio, cL, ca, cb"
rgb_CLab_R/Gratio_G/Bratio,Bagging SVM,0.628968253968254,0.6612733232726814,0.628968253968254,0.6384288262515293,0.5565819861431871,0.5982491022394377,0.5565819861431871,0.5684716182195679,"r, g, b, R/Gratio, G/Bratio, cL, ca, cb"
RGB_HSV,Bagging SVM,0.6160714285714286,0.6468672635083804,0.6160714285714286,0.6244857029519908,0.5565819861431871,0.5969845359345312,0.5565819861431871,0.5694557263712118,"R, G, B, H, S, V"
rgb_HSV,Bagging SVM,0.6160714285714286,0.6468672635083804,0.6160714285714286,0.6244857029519908,0.5565819861431871,0.5969845359345312,0.5565819861431871,0.5694557263712118,"r, g, b, H, S, V"
RGB_HSV_R/Gratio,Bagging SVM,0.6240079365079365,0.6541877462469523,0.6240079365079365,0.6321930790455077,0.5565819861431871,0.5925103658073829,0.5565819861431871,0.5679419136209712,"R, G, B, R/Gratio, H, S, V"
rgb_HSV_R/Gratio,Bagging SVM,0.6240079365079365,0.6541877462469523,0.6240079365079365,0.6321930790455077,0.5565819861431871,0.5925103658073829,0.5565819861431871,0.5679419136209712,"r, g, b, R/Gratio, H, S, V"
RGB_G/Bratio,Bagging SVM,0.6170634920634921,0.64994010949107,0.6170634920634921,0.6258929541278145,0.5542725173210161,0.6034408133316362,0.5542725173210161,0.5690476653919231,"R, G, B, G/Bratio"
rgb_G/Bratio,Bagging SVM,0.6170634920634921,0.64994010949107,0.6170634920634921,0.6258929541278145,0.5542725173210161,0.6034408133316362,0.5542725173210161,0.5690476653919231,"r, g, b, G/Bratio"
RGB_rgb_CLab_G/Bratio,Bagging SVM,0.6190476190476191,0.6535706086173841,0.6190476190476191,0.6279178912098897,0.5542725173210161,0.6001265059792749,0.5542725173210161,0.5665995437294487,"R, G, B, r, g, b, G/Bratio, cL, ca, cb"
RGB_rgb_HSV_G/Bratio,Bagging SVM,0.6220238095238095,0.6544122814796054,0.6220238095238095,0.6312033020064212,0.5542725173210161,0.5978057629865335,0.5542725173210161,0.567643503475952,"R, G, B, r, g, b, G/Bratio, H, S, V"
RGB_rgb_HSV_CLab_R/Gratio,Bagging SVM,0.6240079365079365,0.6539066697461703,0.6240079365079365,0.6322633044363217,0.5542725173210161,0.5948554591064745,0.5542725173210161,0.5668801806100143,"R, G, B, r, g, b, R/Gratio, H, S, V, cL, ca, cb"
Full,Bagging SVM,0.626984126984127,0.6584897496562107,0.626984126984127,0.6359174480145934,0.5542725173210161,0.5935692554576489,0.5542725173210161,0.5662925240718363,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb"
RGB_CLab_R/Gratio,Bagging SVM,0.626984126984127,0.6580323096902666,0.626984126984127,0.6358651148747902,0.5542725173210161,0.5932873734855637,0.5542725173210161,0.5665162751563215,"R, G, B, R/Gratio, cL, ca, cb"
rgb_CLab_R/Gratio,Bagging SVM,0.626984126984127,0.6580323096902666,0.626984126984127,0.6358651148747902,0.5542725173210161,0.5932873734855637,0.5542725173210161,0.5665162751563215,"r, g, b, R/Gratio, cL, ca, cb"
RGB_rgb_HSV,Bagging SVM,0.6091269841269841,0.6384280344454473,0.6091269841269841,0.6171056182207139,0.5519630484988453,0.5929761686726946,0.5519630484988453,0.5643227146097477,"R, G, B, r, g, b, H, S, V"
RGB_CLab,Bagging SVM,0.6031746031746031,0.6378157072528814,0.6031746031746031,0.6133738311525149,0.5496535796766744,0.5974991782704357,0.5496535796766744,0.5623528104277582,"R, G, B, cL, ca, cb"
rgb_CLab,Bagging SVM,0.6031746031746031,0.6378157072528814,0.6031746031746031,0.6133738311525149,0.5496535796766744,0.5974991782704357,0.5496535796766744,0.5623528104277582,"r, g, b, cL, ca, cb"
RGB_rgb_G/Bratio,Bagging SVM,0.6140873015873016,0.6469985611698986,0.6140873015873016,0.6224486527379854,0.5496535796766744,0.5970677904860542,0.5496535796766744,0.5620796082520566,"R, G, B, r, g, b, G/Bratio"
RGB_HSV_G/Bratio,Bagging SVM,0.6140873015873016,0.6488612171349005,0.6140873015873016,0.6249176635949886,0.5496535796766744,0.5937936115854222,0.5496535796766744,0.564001918760785,"R, G, B, G/Bratio, H, S, V"
rgb_HSV_G/Bratio,Bagging SVM,0.6140873015873016,0.6488612171349005,0.6140873015873016,0.6249176635949886,0.5496535796766744,0.5937936115854222,0.5496535796766744,0.564001918760785,"r, g, b, G/Bratio, H, S, V"
CLab_R/Gratio,Bagging SVM,0.6041666666666666,0.6421981696171256,0.6041666666666666,0.6162523802394404,0.5496535796766744,0.5874919859747807,0.5496535796766744,0.5621263791871508,"R/Gratio, cL, ca, cb"
RGB_HSV_R/Gratio_G/Bratio,Bagging SVM,0.625,0.6573356153207958,0.625,0.634102679810086,0.5496535796766744,0.5870883691003943,0.5496535796766744,0.5610096496169972,"R, G, B, R/Gratio, G/Bratio, H, S, V"
rgb_HSV_R/Gratio_G/Bratio,Bagging SVM,0.625,0.6573356153207958,0.625,0.634102679810086,0.5496535796766744,0.5870883691003943,0.5496535796766744,0.5610096496169972,"r, g, b, R/Gratio, G/Bratio, H, S, V"
RGB_CLab_G/Bratio,Bagging SVM,0.6041666666666666,0.6408608652940097,0.6041666666666666,0.6146100149823799,0.5450346420323325,0.5926888430270906,0.5450346420323325,0.5588198673515922,"R, G, B, G/Bratio, cL, ca, cb"
rgb_CLab_G/Bratio,Bagging SVM,0.6041666666666666,0.6408608652940097,0.6041666666666666,0.6146100149823799,0.5450346420323325,0.5926888430270906,0.5450346420323325,0.5588198673515922,"r, g, b, G/Bratio, cL, ca, cb"
RGB_rgb_HSV_CLab_G/Bratio,Bagging SVM,0.6081349206349206,0.6436401359624356,0.6081349206349206,0.6191215976277273,0.5450346420323325,0.5883389970855059,0.5450346420323325,0.559104445138896,"R, G, B, r, g, b, G/Bratio, H, S, V, cL, ca, cb"
RGB_HSV_CLab,Bagging SVM,0.6091269841269841,0.6418556000283937,0.6091269841269841,0.6192745414879879,0.5450346420323325,0.5839440945607987,0.5450346420323325,0.5574110704877199,"R, G, B, H, S, V, cL, ca, cb"
rgb_HSV_CLab,Bagging SVM,0.6091269841269841,0.6418556000283937,0.6091269841269841,0.6192745414879879,0.5450346420323325,0.5839440945607987,0.5450346420323325,0.5574110704877199,"r, g, b, H, S, V, cL, ca, cb"
RGB_HSV_CLab_G/Bratio,Bagging SVM,0.6121031746031746,0.6461022608976961,0.6121031746031746,0.6229146514029237,0.5427251732101617,0.5827741629379644,0.5427251732101617,0.5559155451014656,"R, G, B, G/Bratio, H, S, V, cL, ca, cb"
rgb_HSV_CLab_G/Bratio,Bagging SVM,0.6121031746031746,0.6461022608976961,0.6121031746031746,0.6229146514029237,0.5427251732101617,0.5827741629379644,0.5427251732101617,0.5559155451014656,"r, g, b, G/Bratio, H, S, V, cL, ca, cb"
RGB_HSV_CLab_R/Gratio_G/Bratio,Bagging SVM,0.6101190476190477,0.6448969019144458,0.6101190476190477,0.6210600056334139,0.5427251732101617,0.5816215920489956,0.5427251732101617,0.5550771157602741,"R, G, B, R/Gratio, G/Bratio, H, S, V, cL, ca, cb"
rgb_HSV_CLab_R/Gratio_G/Bratio,Bagging SVM,0.6101190476190477,0.6448969019144458,0.6101190476190477,0.6210600056334139,0.5427251732101617,0.5816215920489956,0.5427251732101617,0.5550771157602741,"r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb"
RGB_HSV_CLab_R/Gratio,Bagging SVM,0.6101190476190477,0.6439349045151302,0.6101190476190477,0.6204781698441119,0.5427251732101617,0.5812182018566537,0.5427251732101617,0.5550201826859342,"R, G, B, R/Gratio, H, S, V, cL, ca, cb"
rgb_HSV_CLab_R/Gratio,Bagging SVM,0.6101190476190477,0.6439349045151302,0.6101190476190477,0.6204781698441119,0.5427251732101617,0.5812182018566537,0.5427251732101617,0.5550201826859342,"r, g, b, R/Gratio, H, S, V, cL, ca, cb"
HSV_G/Bratio,Bagging SVM,0.5912698412698413,0.6268774362697557,0.5912698412698413,0.6023003508765001,0.5404157043879908,0.5894028876873549,0.5404157043879908,0.5566665974763905,"G/Bratio, H, S, V"
HSV,Bagging SVM,0.5932539682539683,0.6306043911866145,0.5932539682539683,0.6046692677774873,0.5404157043879908,0.5893605016751855,0.5404157043879908,0.5565328004891257,"H, S, V"
RGB_rgb_HSV_CLab,Bagging SVM,0.6021825396825397,0.6364938651246181,0.6021825396825397,0.6120952230156195,0.5404157043879908,0.5835852060702488,0.5404157043879908,0.5524967626521909,"R, G, B, r, g, b, H, S, V, cL, ca, cb"
HSV_R/Gratio_G/Bratio,Bagging SVM,0.6021825396825397,0.6386421181970062,0.6021825396825397,0.61370464549265,0.5381062355658198,0.5832006212636173,0.5381062355658198,0.5531182548492609,"R/Gratio, G/Bratio, H, S, V"
CLab_R/Gratio_G/Bratio,Bagging SVM,0.6061507936507936,0.646103395418176,0.6061507936507936,0.6187686370134828,0.5381062355658198,0.5815781251619649,0.5381062355658198,0.5523193698861638,"R/Gratio, G/Bratio, cL, ca, cb"
HSV_CLab_R/Gratio_G/Bratio,Bagging SVM,0.6071428571428571,0.6466509747474753,0.6071428571428571,0.6196118014718585,0.5381062355658198,0.5790323334935334,0.5381062355658198,0.5514587069674716,"R/Gratio, G/Bratio, H, S, V, cL, ca, cb"
HSV_CLab_R/Gratio,Bagging SVM,0.6021825396825397,0.6370306886645849,0.6021825396825397,0.6132425793289841,0.5381062355658198,0.573244572849531,0.5381062355658198,0.5501855260526504,"R/Gratio, H, S, V, cL, ca, cb"
HSV_R/Gratio,Bagging SVM,0.6011904761904762,0.6368549260774505,0.6011904761904762,0.6123085339851427,0.535796766743649,0.5762160723938969,0.535796766743649,0.5492081885909159,"R/Gratio, H, S, V"
HSV_CLab,Bagging SVM,0.6041666666666666,0.6426411680801869,0.6041666666666666,0.6162420985119507,0.535796766743649,0.5757955281056791,0.535796766743649,0.5494057662460482,"H, S, V, cL, ca, cb"
CLab_G/Bratio,Bagging SVM,0.5962301587301587,0.6362933780649034,0.5962301587301587,0.6082982639643764,0.5334872979214781,0.5849707002090632,0.5334872979214781,0.548412108974441,"G/Bratio, cL, ca, cb"
CLab,Bagging SVM,0.5922619047619048,0.628589769830186,0.5922619047619048,0.6032483557909316,0.5334872979214781,0.5784095793484997,0.5334872979214781,0.5464752063562406,"cL, ca, cb"
HSV_CLab_G/Bratio,Bagging SVM,0.6041666666666666,0.6419708651512633,0.6041666666666666,0.6162412308427833,0.5311778290993071,0.5751203746795013,0.5311778290993071,0.5458836891659319,"G/Bratio, H, S, V, cL, ca, cb"
R/Gratio_G/Bratio,Bagging SVM,0.49702380952380953,0.5323287209389885,0.49702380952380953,0.4927917984213537,0.44341801385681295,0.49056140839875434,0.44341801385681295,0.45415977898530746,"R/Gratio, G/Bratio"
G/Bratio,Bagging SVM,0.4365079365079365,0.40365132552632554,0.4365079365079365,0.3992548451900504,0.40415704387990764,0.42288030478533417,0.40415704387990764,0.3863596548741437,G/Bratio
R/Gratio,Bagging SVM,0.3323412698412698,0.30486275106602256,0.3323412698412698,0.2875429317895654,0.30484988452655887,0.3904953268613223,0.30484988452655887,0.2741699044159343,R/Gratio
